chunk_id,version,build,date,chunk_text,word_count
11,2.5.0,69713,"December 11, 2025","Adjusted Tempering Recipes to remove affixes from Class-specific Manuals that were extraneous due to existing in Generic Manuals, or unused. Some class wide affixes have been adjusted
Natural Motion
Movement Speed changed from 16-25% to 15-25%. Movement Speed After Killing an Elite increased from 20-22.5% to 25-45%. Worldly Endurance
Maximum Life increased from 84-141 to 349-450. Natural Schemes
Thorns increased from 45-70 to 211-281. Worldly Stability
Affixes Added:
Casting Ultimate Skills Restores Primary Resource. Toughness
When comparing items, the Armor or resistance difference between items will now display as percentage of Toughness difference instead of just displaying the flat Armor difference. Toughness is now displayed in the Character Stats window. The Toughness tooltip now breaks down Damage Resistance per damage type. Torment difficulties now display a recommended Toughness amount when selecting difficulty. Miscellaneous
Fortify and Barrier Generation are now a part of the general defensive pool of affixes that can appear on items. Monsters in the open world no longer scale 1:1 with your level, it is now offset so the player scales better than monsters. Monsters damage has been reduced at low levels. Monster power has been tuned down slightly in early Torment tiers. Base Health for boss monsters has been increased. The chance for items with multiple Greater Affixes to drop has been increased in Torment tiers. More items now drop from levels 1-15. When in a Capstone dungeon, the closest affiliated difficulty is now displayed. Cooldown Reduction can now naturally appear on rings, gloves, and shields. Various tuning to Capstone Dungeon encounters. Various monster and monster pack spawning adjustments. Various other minor updates and tweaks to Sanctification and Seasonal Activities. Bug Fixes
Activities
Fixed an issue where Duriel maggots spawned in Helltide spawned experience motes at inappropriate times. Fixed an issue where the Luminary in Unseen Awakening didn't respawn after the player died. Fixed an issue where Sweltering Heat in the Torrid Menagerie could cause the player to damage themself. Fixed an issue where the Leave Dungeon action didn't take the player out of the Dungeon when in the Torrid Menagerie. Fixed an issue where the Sins of the Many Capstone dungeon could not be exited without logging out. Fixed an issue where if you defeated Belial when he appeared after defeating Varshan, he wouldn't drop items as expected.",382
12,2.5.0,69713,"December 11, 2025","Fixed an issue where the unavoidable blood orb explosions in the second phase of the Echo of Lilith fight dealt more damage than intended. Fixed an issue where monsters could stop spawning unexpectedly in Kor Dragan Stronghold. Fixed an issue where the last enemy could fail to spawn to complete the Enroaching Thickets objective in the Raethwind Wilds. Fixed an issue where having the objective to defeat the Blood Maiden was impossible to complete due to Duriel replacing the Blood Maiden in Helltide. Fixed an issue where some bosses could fail to spawn if the player was in stealth when the boss was supposed to spawn. Fixed an issue where monsters with the Illusory affix could spawn monsters with the Life-Link affix that could then be killed instantly. Fixed an issue in multiple dungeons where only one instance of animus needed to be collected before the dungeon could be progressed. Fixed an issue where progression through Escalating Nightmare Dungeons could be blocked by teleport effects. Fixed an issue where some monsters could deal more damage than expected. Fixed an issue where some Nightmare Dungeon Affixes could remain active outside of the dungeon. Skills and Equipment
General
Fixed an issue where the cost for enchanting an item at the Occultist was not consistent for all two-handed weapons. Fixed an issue where the material cost for Masterworking was displayed inaccurately. Fixed an issue where the Damage Per Second value was inconsistently displayed between the Masterworking tab and the weapon itself. Fixed an issue where Items salvaged for far more materials than intended. Fixed an issue where Soulbrand Unique did not give the correct amount of Barrier. Fixed an issue where the Feo rune would reset its cooldown when swapping weapons. Fixed an issue where Attack Speed could appear as an affix on a Two-Handed weapon through enchantment. Fixed multiple instances of Paragon node bonus effects not being properly being granted. Fixed multiple instances where items had the incorrect values of elemental resistances. Fixed an issue where Heavenly Sigils could fail to be consumed when Sanctifying an item. Barbarian
Fixed an issue where Strategic Rallying Cry did not show the accurate amount of Life gained. Fixed an issue where Ugly Bastard Helm did not have the appropriate amount of Fire Resistance. Fixed an issue where the Brash Node no longer granted resistances as a bonus.",392
13,2.5.0,69713,"December 11, 2025","Fixed an issue where the Yul rune was not triggered by Ground Stomp if Chainscourged Mail was equipped. Fixed an issue where Ramaladni's Magnum Opus was active even when the active skill wasn't using the weapon. Fixed an amount where the Fury cost for Kick was incorrect. Druid
Fixed an issue where Preserving Earthen Bulwark was granting the incorrect amount of Fortify. Fixed an issue where Ancestral Fortitude didn't increase non-physical resistance. Fixed an issue where the Movement Speed buff from Khamsin Steppewalkers could be permanently granted when casting two defensive skills in a row. Fixed an issue where the description for the buff from Khamsin Steppewalkers displayed the wrong values. Fixed an issue where the description for Grizzly Rage didn't properly display the damage increase for adding additional skill points. Necromancer
Fixed an issue where Golems were not properly smaller while in town while using Gravebloom. Fixed an issue where Rapid Ossification passive was not granting cooldown reduction for more than 100 Essence at a time. Fixed an issue where Sacrificing Defenders did not provide the bonus Elemental resistances as intended. Fixed an issue where Paranormal Sever would occasionally fail to apply Vulnerable and Fear. Rogue
Fixed an issue where the tempering affix for Dance of Knives to deal Double damage could stack to deal incredibly high values. Sorcerer
Fixed an issue where the Teleport Enchantment tooltip was showing the wrong cooldown. Fixed an issue where the Oculus could randomly teleport the player while they are healing. Spiritborn
Fixed an issue where the Antivenom Passive was not functioning. Fixed an issue where the Jaguar Main Hall would not benefit from Aspect of Unyielding Hits. Fixed an issue where Ravager would dash to targets uncontrollably when non-Casted core skills were invoked. Fixed an issue where the Eagle Primary Spirit Hall's damage was being increased far more than intended by bonuses to Spirit Hall Potency, such as from Wushe Nak Pa. Fixed an issue where Mystic Circle would be empowered by skills that were not cast, such as from Path of the Emissary. Fixed an issue where The Protector did not smash immediately upon landing. Miscellaneous
Fixed an issue where Tempering an item would prevent selecting other items that could also apply that affix from being slotted into the tempering window. Fixed an issue where the World Map could not be viewed while inside a Capstone dungeon.",396
14,2.5.0,69713,"December 11, 2025","Fixed an issue where the visual indicatorfor Fortify could be higher than the actual Fortify amount. Fixed an issue where the quest to Masterwork an item was not completed when Masterworking an item. Fixed an issue where abilities could be used and combat was allowed in the Heavenly Forge. (Gentlemen, you can’t fight in here this is the War Room!)
Fixed an issue where Champions didn't behave like Elites in various contexts, such as not dropping the expected kind of loot. Fixed an issue where Undercity tributes weren't dropping as expected. Fixed an issue where sometimes the Undercity could not be accessed when it should be. Fixed an issue where some bosses granted more experience than intended. Fixed an issue where Torment could not be unlocked until reaching level 60. Various miscellaneous fixes to new features and systems introduced in this Season. Various stability, UI, and visual improvements. Vessel of Hatred
Game Updates
Spiritborn
New Item
Path of the Emissary: Unique Boots
Affixes
+30% Movement Speed (Inherent)
+16-25% Movement speed
+155-200% Core Skill damage
+1-2 Core Skill ranks
+26.5-40% Impairment Reduction
Power
Every 12-4 meters you move, invoke a Core Skill from your primary Spirit Hall. Associated Lair Boss:
Lord Zir
Skills
Rushing Claw
Damage increased from 80% to 160%. Adaptable Concussive Stomp
Previous: When enemies recover from Concussive Stomp, you dodge their next 3 attacks. Now: When enemies recover from a Concussive Stomp that you Cast, you block their next 3 attacks. Poised Payback
Now consumes up to 500 Vigor. Passives
Potent
Previous: Hitting enemies with Jaguar Skills increases the Damage they take from you by 0.1-0.3% up to 10-30%. Now: Gain 2/4/6% Jaguar Skill Attack Speed and Cooldown Reduction. Unique Items
Ring of the Midday Hunt
Previous: Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your Poisoning effects deal their damage across 33% of the normal duration. Now: Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your new Poisoning effects last 33% longer. Ring of Writhing Moon
Previous: A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit. Your Pestilent Swarms now orbit around you and generate 3 Vigor per hit. Now: A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit.",400
15,2.5.0,69713,"December 11, 2025","Your Pestilent Swarms now orbit around you and reduce an equipped Eagle Skill's cooldown by 0.25 seconds per hit. Peacemonger's Signet
Previous: While you have at least 4 stacks of Ferocity, you gain 1 - 7 Vigor per second. Gaining Ferocity also grants Resolve. Now: While you have at least 4 stacks of Ferocity, you gain 5-15%[x] increased damage and Armor. Gaining Ferocity also grants Resolve. Band of First Breath
Max Life percentage has been replaced with additive Max Life. Critical Strike Chance replaced with Resolve generation rate. Rod of Kepeleke
Can now only consume up to 500 Vigor. Harmony of Ebewaka
Damage Reduction affix replaced with Dexterity affix. Loyalty's Mantle
Damage Reduction affix replaced with Dexterity affix. Wound Drinker
Damage Reduction from Poisoned Enemies affix replaced with Armor affix. Jacinth Shell
Armor percentage affix replaced with All Resistance affix. Damage Reduction while Injured affix replaced with Dexterity affix. Protection of the Prime
Damage Reduction while Standing Still affix replaced with Armor affix. Spirit Hall
All
All main Spirit Hall potency affixes changed to main Spirit Hall Damage. Updated the tooltips to display the damage that scales with the above affix in blue. Jaguar
Previous: Every 15th time you deal direct damage to an enemy with a Jaguar Skill, unleash additional slashes dealing 20% of the damage you have dealt to them in the last 0.5 seconds. All Skills are now also Jaguar Skills. Now: Every 15th time you deal direct damage with a Jaguar Skill, unleash a Beast Strike for (100% Weapon damage), increasing all damage you deal by 3% and doubling Beast Strike's damage, stacking 5 times. You lose all stacks when you stop attacking for 1 second. Eagle
Now scales damage rather than Vulnerable duration. Gorilla
Now only scales Thorns damage. Barrier per hit reduced from 5% to 2.5%. No longer has a cap of 30% Barrier. Updated the tooltip to clarify that Gorilla skills do not need to be Cast to gain the effect. Centipede
Now scales damage rather than Slow and Damage reduction. Damage Reduction per stack increased from 2% to 4%. Increased the debuff duration from 6 to 8 seconds. Increased the total poison amount from 70% to 160%. Legendary Aspects
Reactive armor
Fixed the tooltip to clarify it invokes a free Concussive stomp rather than Casting. Paragon
Sapping Legendary Node
Vigor Restoration changed from 15% to 15 Vigor.",395
16,2.5.0,69713,"December 11, 2025","Tempering
Mystic Circle Potency moved from Jaguar Finesse (Offensive) to Plains Augments (Weapon). Mercenaries
Raheir
Shield Charge
Fortify reduced from 5% to .2% of Maximum Life. Ground Slam
Required attacks increased from 3 to 20. Healing increased from 5% to 8% of Maximum Life. Subo
Seeker perk changed from restoring 50% Maximum Resource to 50 primary resource gained. Varyana
Taste of Flesh
Healing reduced from 2% to 1% of Maximum Health. Aldkin
Ember's Gift resource gain changed from 33% of max per second to 33 resource per second. Kurast Undercity
Tributes
Developer’s Note:
The Undercity comes bearing gifts, despite Andariel's corruption! Most rewards in the Undercity have been buffed, with a particular focus on ensuring that both rarer and pre-Torment Tributes are more rewarding. Significantly increased Tribute of Pride's legendary item rewards. Significantly increased Tribute of Mystique's magic rune rewards. Increased the quality from Magic to Rare and reduced the drop chance of Tribute of Pride. Increased the quality from Magic to Rare and reduced the drop chance of Tribute of Mystique. Significantly increased the potency of Tribute of Growth's experience rewards before Level 60. Significantly increased Tribute of Refinement's Obducite rewards. Significantly increased Tribute of Radiance's ancestral legendary rewards. Buffed item rewards from any Undercity run in Torment difficulty. Increased the potency of experience orbs that spawn from any Undercity run before level 60. The chance to find pre-torment Tributes has been reduced. Bug Fixes
Skills
Fixed an issue where the rank 5 Protector Thorns damage bonus was being applied less than intended. Fixed an issue where Touch of Death didn't spawn a swarm if the target was killed by the initial strike damage. Fixed an issue where Poised Touch of Death did not get applied when a Core Skill hit twice. Paragon
Fixed an issue where the Convergency Legendary Node didn't scale properly with the Canny Glyph's legendary bonus. Fixed an issue where the Drive Paragon Node could scale damage higher than intended. Items
Fixed an issue where the Unyielding Hits Aspect didn't increase the damage of the Centipede Main Hall effect as expected. Fixed an issue where Hesha E Kesungi would display as having one more Greater Affix than it had. Fixed an issue where Aspect of Fleet Wings could occasionally not grant Unhindered. Fixed an issue where Aspect of Fleet Wings could snapshot the damage buff from Unrestrained Power.",393
17,2.5.0,69713,"December 11, 2025","Fixed an issue where bonus Armor and Thorns gained from the Bruiser's Aspect did not display while in town. Runes
Fixed an issue where Xal Rune would occasionally not properly maintain your current Life percentage when it triggered. Fixed an issue where Moni Rune would reset its counter when Weapon Swapping. Fixed an issue where Jah rune's Teleport would Teleport you in a random direction while using The Oculus. Mercenaries
Fixed an issue where Subo's Bargaining Chips passive did not properly increase Overpower damage. Fixed an issue where Subo's Ambusher Passive did not properly grant bonus Lucky Hit Chance. Fixed an issue where Subo's Loaded Munitions did not consistently apply Vulnerable. Miscellaneous
Fixed an issue where instances of Raze the Effigies and Cull the Wicked events couldn’t be completed in some Nahantu areas. Fixed an issue where Ehecatl would disappear upon casting a Lightning Totem during the Bonded Destiny Quest. Fixed an issue where Undercity portals could fail to open when using certain Tribute and Bargain combinations. Fixed an issue where
Darm The Bloom Warden
in Chakhir wouldn't engage in combat with the player. Base Game
Game Updates
New Items
Barbarian
Chainscourged Mail (Unique Pants)
Affixes
+51-65 All Stats
+424-457 Maximum Life
8.1-8.8% Cooldown Reduction
+2-3 to Brawling Skills
Unique Power
Casting a damaging Brawling Skill disables it afterwards. When all of these Skills that are on your Action Bar are disabled, they become re-enabled with their Cooldowns refreshed. Your Brawling Skills deal 50-100%[x] increased damage for each disabled Skill. Associated Lair Boss
Lord Zir
Druid
Khamsin Steppewalkers (Unique Boots)
Affixes
Inherent: Attacks Reduce Evade's Cooldown by 0.5 Seconds
+1-2 Ranks of Endless Tempest
+16.5-25.0% Movement Speed
+41.5-55.0% Crowd Control Duration
16-25% Nature Magic Cooldown Reduction
+2-3 to Bad Omen
Unique Power
Damaging 150-100 Enemies with Nature Magic Skills grants maximum Movement Speed and Unhindered for 4-8 seconds. Enemies you run through are Immobilized for 1 second. Damaging 200-100 Enemies with Storm Skills grants a charge. Casting any Defensive Skill will grant Max Movement Speed and Unhindered for 1 second for each charge used. While Charged, enemies you run into are Immobilized for 1 second.",355
18,2.5.0,69713,"December 11, 2025","Associated Lair Boss
Grigoire, the Galvanic Saint
Necromancer
Gravebloom (Unique One-Handed Mace)
Affixes
Inherent Affix: 10% Attack Speed
+80-94 Intelligence
+521-561 Maximum Life
+36.5-50% Chance for Golem to Hit Twice
+1-2 Golem Mastery
Unique Power
You raise 3 smaller Golems that each deal 40-60% of normal damage and gain 30%[+] Attack Speed. Your Golems respawn 50% faster. Associated Lair Boss
Best in Ice
Rogue
Death's Pavane (Unique Pants)
Affixes
Inherent: +15% Dodge Chance while Channeling Dance of Knives
+9.0-11.0% Critical Strike Chance
+16.0-25.0% Movement Speed
+2-3 to Dance of Knives
+62.5-85.0% Agility Damage
Unique Power
Dance of Knives drops knives from enemies hit. Picking them up grants you 1 Charge and increases your Dance of Knives damage by 10-20% for 6 seconds, stacking up to 3 times. Associated Lair Bosses
Andariel
Duriel
Sorcerer
Orsivane (Unique One-Handed Mace)
Affixes
+99-113 Intelligence
+424-457 Maximum Life
+57.0-75.0% Non-Physical Damage
+3-4 to Core Skills
Unique Power
For each Defensive Skill not on your Action Bar, you deal 20-40% increased damage and gain its associated Enchantment effect. Associated Lair Boss
Varshan
Balance Updates
All Classes
Unique Items
Melted heart of Selig
Previous: Gain 60 Maximum Resource. When taking damage, 75% is Drained as 2 Resource for every 1% of Maximum Life you would have lost. Now:
Damage is dealt to your Primary Resource before Life and damage taken this way is drastically reduced. Your Primary Resource is doubled but Maximum Life is reduced by 75%. Each point in your Primary Stat increases your Primary Resource by 3%[+] but you have 75% reduced life. Any damage you would take is dealt to your Primary Resource before your life. If you have not taken damage in 6 seconds, your Resource regenerates to full over 3 seconds. Developer’s Note:
Note that taking damage during the 3 second regeneration phase does not cancel the full regeneration. Resource Generation increased from 15% to
50%
100%
. Damage Reduction affix replaced with +% of primary stat. Shattered Vow
Damage over time duration increased from 44% to 111%. Tassets of the Dawning Sky
Maximum Resistance per element replaced with 20-40% Resistance per element. Maximum Resistance to All Elements affix replaced with All Resistance %. Tyrael's Might
All Resistance updated to 80 All Resistance. Maximum Resistance affix replaced with Resistance % affix. Andariel's Visage
Inherent Poison Resistance affix removed. Maximum Poison Resistance affix replaced with 666 Poison Resistance affix.",396
19,2.5.0,69713,"December 11, 2025","Soulbrand
Damage Reduction while Healthy affix replaced with Armor affix. Damage Reduction while you have a Barrier increased from 10-30% to 20-40%. Temerity
Maximum Life % affix replaced with Maximum Life affix. Damage Reduction while Healthy affix replaced with Armor % affix. Tibault's Will
Maximum Life affix replaced with Critical Strike Chance affix. Damage Reduction while Unstoppable affix replaced with Attack Speed affix. Resource gain when becoming Unstoppable increased from 50 to 100. Flickerstep
Inherent Evade grants Movement Speed affix removed. Damage Reduction from Close affix replaced with Life affix. Lightning Resistance affix replaced with All Resistance affix. Banished Lord's Talisman
Maximum Life % affix replaced with Life affix. Legendary Aspects
Aspect of Elements
Renamed to ""Of Elemental Fate"". Previous: Gain 15-35% increased damage to a set of damage types for 7 seconds. This effect alternates between 2 sets:
Fire, Lightning, and Physical. Cold, Poison, and Shadow. Now: Gain 15-35% increased damage to a set of damage types for 7 seconds alternating randomly between 2 sets:
Fire, Lightning, and Physical. Cold, Poison, and Shadow. Fate can favor you granting the same bonus more than once, stacking up to 6 times. At Maximum, it's your lucky day! Needleflair Aspect
Reduced its frequency in extreme situations. Chance for Thorns to activate explosions increased from 25-45% to 40-60%. Assimilation Aspect
Fortify reduced from 5-10% to 2-3% of Maximum Life. Aspect of Inevitable Fate
Now has 21 ranks, up from 16. Wildbolt Aspect
Now has 21 ranks, up from 16. Sticker-thought Aspect
Now has 21 ranks, up from 16. Aspect of Sly Steps
Now has 21 ranks, up from 16. Aspect of the Dark Dance
Now has 21 ranks, up from 16. Aspect of Creeping Death
Now has 21 ranks, up from 16. Aspect of the Prudent Heat
Now has 21 ranks, up from 16. Barbarian
Expertise
The rank 10 Weapon Expertise bonus now also applies when equipped to the Weapon Technique Slot. Skills
Kick
Damage increased from 60% to 100%. Power Kick
Previous: Kick is now also a Core Skill. If Kick damages an enemy, it consumes all of your Fury and deals an additional 25% damage per 10 Fury spent. Kick no longer Knocks Back enemies. Now: Kick is now also a Core Skill. If Kick damages an enemy, it consumes up to 500 Fury and deals an additional 25%[x] damage per 20 Fury spent. Kick no longer Knocks Back enemies.",399
20,2.5.0,69713,"December 11, 2025","Mighty Kick
Increased collide damage from 54% to 100%. Leap
Now scales with Attack Speed. Upheaval
Can now be cancelled slightly earlier with another skill. Iron Skin
Previous: Steel yourself, gaining a Barrier that absorbs 50% of your missing Life for 5 seconds. Now: Steel yourself, increasing only your Maximum Life by 30% and gaining a Barrier that absorbs 80% of your missing Life for 5 seconds. Enhanced Ground Stomp
Previous: Ground Stomp generates 60 Fury and has a 2 second increased Stun duration. Now: Ground Stomp generates 60 Fury and Pulls in enemies. Call of the Ancients
Duration increased from 6 to 10 seconds. Iron Maelstrom
Two-Handed Bludgeoning damage increased from 75% to 150%. Two-Handed Slashing initial damage increased from 20% to 40%. Two-Handed Slashing bleeding damage increased from 120% to 240%. Dual Wield damage increased from 43% to 86%. Enhanced Bash
Fortify reduced from 20% to 10% of Maximum Life. Strategic Iron Skin
Fortify reduced from 30% to 10% of Maximum Life. Enhanced War Cry
Fortify reduced from 15% to 8% of Maximum Life. Strategic Rallying Cry
Previous: Rallying Cry grants you 10% Maximum Life as Fortify. While Rallying Cry is active, you gain an additional 2% Maximum Life as Fortify each time you take or deal direct damage. Now: While Rallying Cry is active, gain 1% Maximum Life as Fortify every second. Passives
Counteroffensive
Previous: While you have Fortify for over 50% of your Maximum Life, you deal 4% increased damage. Now: While Fortified, deal 4% increased damage. Defensive Stance
Previous: While Fortified, you gain an additional 2% Damage Reduction and you Heal for .5% Maximum Life every second. Now: While Fortified, gain 3% Damage Reduction. Irrepressible
Fortify reduced from 10% to 3% of Maximum Life. Thick Skin
Fortify reduced from .6% to .1% of Maximum Life. Legendary Aspects
Aspect of the Veteran Brawler
Previous: Each time a Core Skill deals direct damage to an enemy, your next Charge, Leap, or Kick deals 4-10%[x] increased damage, up to 20-50%[x]. Now: Each time a Brawling Skill deals direct damage to an enemy, your Charge, Leap, or Kick deals 4-10%[x] increased damage for 5 seconds, up to 20-50%[x]. Aspect of the Dire Whirlwind
Previous: Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x].",386
21,2.5.0,69713,"December 11, 2025","Now: Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x]. This bonus persists for 5 seconds after Whirlwind ends. Aspect of Numbing Wrath
Previous: Each point of Fury generated while at Maximum Fury grants 4-28 Fortify. Now: Every 100 Fury generated while at Maximum Fury grants 2-3% Max Life Fortify. Steadfast Berserker's Aspect
Previous: Gain 147-671 Fortify whenever you deal direct damage while Berserking. Now: Gain .1-.3% Max Life Fortify whenever you deal direct damage while Berserking. Aspect of Tempering Blows
Previous: After swapping weapons 5 times, gain 98-622 Fortify. Now: After swapping weapons 5 times, gain 2-3% Max Life Fortify. Aspect of Anger Management
Now has 21 ranks, up from 16. Executioner's Aspect
Now has 21 ranks, up from 16. Aspect of the Fortress
Now has 21 ranks, up from 16. Unique Items
Bane of Ahjad-Den
Previous: Every 12 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 400-600%[x] increased damage. Now: Every 6 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 200-300%[x] increased damage. Paragon
Dominate Glyph
Reduced Overpower timer from 12 to 6 seconds. Might Glyph
Legendary Bonus now includes damage to Injured enemies. Weapons Master Legendary Node
Previous: Swapping Weapons restores 8% of your maximum Fury. Now: Swapping Weapons restores 12 Fury. Warbringer Legendary Node
Previous: For every 75 Fury you spend, gain 15% of your Maximum Life as Fortify. Now: For every 300 Fury you spend, gain 10% of your Maximum Life as Fortify. Druid
Spirit Boons
Bolster
Fortify reduced from 50% to 5% of Maximum Life. Skills
Grizzly Rage
Stacking duration is no longer a part of the ability, and Cooldown doesn't start until the ability ends. Stacking Damage per second removed and Damage Bonus increased to 60%. Skill Ranks of Grizzly Rage now grant bonus damage instead of reducing Cooldown. Natural Boulder
Critical Strike Chance while Fortified increased from 20% to 25%. Enhanced Maul
Fortify reduced from 8% to 2% of Maximum Life. Enhanced Debilitating Roar
Fortify reduced from 20% to 15% of Maximum Life. Preserving Earthen Bulwark
Fortify reduced from 18% to 10% of Maximum Life. Fierce Earth Spike
Fortify reduced from 12% to 3% of Maximum Life. Supreme Grizzly Rage
Fortify per second reduced from 8% to 2% of Maximum Life.",393
