chunk_id,version,build,date,chunk_text,word_count
22,2.5.0,69713,"December 11, 2025","Natural Trample
Fortify reduced from 12% to 3% of Maximum Life. Ferocious Wolf Pack
Fortify reduced from 8% to 3% of Maximum Life. Passives
Bad Omen
Now also calls Lightning Strikes when applying Immobilize and Stun. Ranks in this passive now increase the damage of the Lightning Bolts instead of the chance to strike enemies. Energize
Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated. Now restores 100 spirit instead of fully restoring Spirit. Earthen Might
Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated. Now restores 100 spirit instead of fully restoring Spirit. Stone Guard
Previous: While you have Fortify for over 50% of your Maximum Life, your Earth Skills deal 4% increased damage. Now: While Fortified, your Earth Skills deal 4% increased damage. Unrestrained
Previous: Reduce the duration of Control Impairing Effects by 5%. Double this effect while you have Fortify for over 50% of your Maximum Life. Now: Reduce the duration of Control Impairing Effects by 5%. Double this effect while Fortified. Defensive Posture
Previous: Increases the amount of Fortify you gain from all sources by 5% and you gain 3% Damage Reduction while Fortified. Now: Increases the amount of Fortify you gain from all sources by 5%. Safeguard
Fortify reduced from 3% to .1% of Maximum Life. Natural Fortitude
Fortify reduced from 2% to .2% of Maximum Life. Legendary Aspects
Skinwalker's Aspect
Previous: When you use a Shapeshifting Skill that changes your form, Heal for 5-20% of your Maximum Life. If you are at full Life, gain the same amount as Fortify. Now: When you use a Shapeshifting Skill that changes your form, Fortify for 2-3% of your Maximum Life. Aspect of Calm Breeze
Now restores 100 Spirit in your resource meter instead of fully restoring Spirit when the effect is activated. Now restores 100 spirit instead of fully restoring Spirit. Rejuvenating Aspect
Now has 21 ranks, up from 16. Spirt Bond Aspect
Now has 21 ranks, up from 16. Unique Items
Vasily's Prayer
Fortify reduced from 2-5% to .2-.5% of Maximum Life. Mjölnic Ring
Now restores 100 Spirit in your resource meter instead of fully restoring Spirit when the effect is activated. Now restores 500 spirit instead of fully restoring Spirit. Necromancer
Book of the Dead
Golem
Respawn timer reduced from 20 seconds to 10 seconds.",391
23,2.5.0,69713,"December 11, 2025","If the Golem's active ability targets an enemy, your Skeletal Warriors and Mages will focus their attacks on that target. Unstoppable duration when using Golem's active increased from 1.5 to 3 seconds. Skeleton Mage, Bone
Fortify on attack reduced from 3% to .1% of Maximum Life. Skills
Corpse Explosion
Damage increased from 85% to 110%. Blighted Corpse Explosion
Damage increased from 110% to 145%. Bone Spirit
Now will only consume up to 500 Essence. Passives
Kalan's Edict
Previous: Your Minions gain 3%[+] Attack Speed and 3%[x] increased damage for each active Minion. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds. Now: Your Minions gain 40%[+] Attack Speed and 40%[x] increased damage. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds. Necrotic Carapace
Fortify reduced from 5% to .2% of Maximum Life. Drain Vitality
Fortify reduced from 2.5% to .5% of Maximum Life. Supernatural Blood Surge
Previous: Each time an enemy is hit by Blood Surge's nova, you are Fortified for 1% of your Maximum Life. While you have Fortify for over 50% of your Maximum Life, Blood Surge deals 50% increased damage. Now: While Fortified, Blood Surge deals 65% increased damage. Initiate's Hemorrhage
Previous: Hemorrhage grants 1.6% of your Maximum Life as Fortify each time it hits an enemy, and has a 1.5% chance per enemy hit to Fortify you for 100% of your Maximum Life. Now: Hemorrhage grants 1% of your Maximum Life as Fortify, and has a 3% chance to Fortify you for 100% of your Maximum Life. Legendary Aspects
Aspect of Hungry Blood
Previous: Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy that is already lanced, dealing 60-100% of normal damage. Now: Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy, dealing 60-100% of normal damage. Aspect of the Cursed Aura
Now has 21 ranks, up from 16. Shademist Aspect
Now has 21 ranks, up from 16. Unique Items
Mutilator Plate
Fortify reduced from 1-4% to 1% of Maximum Life. Maximum Life % affix replaced with Maximum Life affix. Damage Reduction from Enemies affected by Blood Skills replaced with Intelligence affix. Kessime's Legacy
Inherent Blood Wave Fortifies affix removed.",394
24,2.5.0,69713,"December 11, 2025","Damage Reduction while Fortified affix replaced with Intelligence affix. Indira's Memory
Previous: Blood Wave is additionally a Bone Skill. It spawns a Bone Prison at its end point and increases your Blood Skill damage by 20-40% for 8 seconds when Cast. All Bone Spears are additionally Blood Skills. Your Bone Spears consume a Corpse to launch another Bone Spear and drain 10% of your Maximum Life. Now: Bone Spear deals 20-40% additional damage and is a Blood Skill. Casting Bone Spear will launch another Bone Spear if it can consume a nearby Corpse and 5% of your Maximum Life. The Inherent affix where Bone Spear reduces Blood Wave's cooldown has been removed. Damage Reduction while Injured affix replaced with Intelligence affix. Maximum Life % affix replaced with Life. Greaves of the Empty Tomb
Damage Reduction from Corrupted Enemies affix replaced with Intelligence. The Unmaker
Damage Reduction while you have a Barrier affix replaced with Cooldown Reduction. Cruor's Embrace
Maximum Life % affix replaced with Intelligence. Tempering
Minions Chance to Fortify reduced from 15.5-20% to 5-7%. Paragon
Gravekeeper Glyph
Legendary Bonus now includes damage to Injured enemies. Blood-drinker Glyph
Fortify reduced from 10% to 3% of Maximum Life. Exhumation Glyph
Fortify reduced from 4% to 1% of Maximum Life. Damage Reduction increased from 4% to 6%. Duration increased from 4 to 8 seconds. Rogue
Specialization
Inner Sight
Previous: Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, gain unlimited Energy and 25%[+] Critical Strike Chance for 4 seconds. Now: Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, restore 300 Energy, and gain 100% Energy Cost Reduction, 25%[+] Critical Strike Chance, and 25%[x] Critical Strike Damage. Skills
Shadow Clone
Shadow Clone's copied skills will now more consistently target the initial target of the skill. Legendary Aspects
Aspect of Star Shards
Dance of Knives damage increased by 30% per Combo Point spent. Galvanized Slasher's Aspect
Now restores 100 current Energy in your resource meter instead of fully restoring Energy when the effect is activated. Now restores 100 energy instead of full restoring. Unique Items
Beastfall Boots
Now can only consume up to 500 Energy. Scoundrel's Leathers
Damage Reduction from Trapped Enemies affix replaced with Dexterity. Eyes in the Dark
Damage Reduction from Trapped Enemies affix replaced with Dexterity. Bands of Ichorous Rose
Maximum Poison Resistance affix replaced with Dexterity.",399
25,2.5.0,69713,"December 11, 2025","Paragon
Deadly Ambush
Previous: You deal 50%[x] increased Critical Strike Damage to enemies affected by your Trap Skills. Now: You deal 50%[x] increased Critical Strike Damage and Damage Over Time to enemies affected by your Trap Skills. Sorcerer
Skills
Teleport
Damage increased from 35% to 90%. Mystical Teleport
Previous: Teleport deals 500% increased damage. It also forms Crackling Energy for each enemy it hits, up to 3. Now: Teleport generates 3 Charges of Crackling Energy. Shimmering Teleport
Previous: After Teleporting, you gain 30% Damage Reduction for 4 seconds. Now: Teleport Dazes enemies at its end point for 1.5 seconds. Frozen Orb
Chill amount reduced from 9% to 5%. Enhanced Frozen Orb
Previous: While Healthy, the explosion of Frozen Orb deals 45% increased damage. Now: Frozen Orb's explosion deals 50% more damage. Shimmering Frost Nova
Now restores 20 mana per enemy instead of 10% per enemy. Now restores 200 mana instead of fully restoring mana when hitting a boss. Passives
Primordial Binding
Previous: Gain a stacking bonus for each active Summon, up to 10 stacks: 2/4/6% Summon Damage, 2/4/6% Movement Speed, 4/8/12% Mana Regeneration. Now: Gain 6/12/18% Summon Damage. Legendary Aspects
Aspect Of Tenuous Destruction
Changed from an Offensive to a Defensive Aspect. Renamed to Aspect of Tenuous Survival. Previous: Deal 30-50% increased damage while you have no Defensive Skills on your Action Bar. Now: Gain 100-600 increased Armor and Heal 5% Maximum Life a second while you have no Defensive Skills on your Action Bar. Aspect of Tenuous Agility
Previous: Gain 5-20% Movement Speed. This bonus is tripled if you haven't used a Defensive Skill in the last 8 seconds. Now: Gain 20-80% Movement Speed. This bonus is removed for 10 seconds after you Cast any Defensive Skill. Developer’s Note:
Free-casted Defensive Skills will no longer remove this Movement Speed bonus. Snowveiled Aspect
Previous: Casting Ice Armor makes you Unstoppable and grants 25% Damage Reduction for 3.5-5.5 seconds. Now: Ice Armor makes you Unstoppable and grants 200-400 Armor. Developer’s Note:
Free-casted Defensive Skills will now interact with this aspect. Aspect of the Firebird
Previous: Gain the Flame Shield Enchantment for free. When Flame Shield activates, Meteorites fall around you dealing Fire damage. Now: While Flame Shield is active, Meteorites cascade around you and deal Fire damage. Your Meteorites gain 2% Lucky Hit Chance. Jolting Aspect
Now has 21 ranks, up from 16.",392
26,2.5.0,69713,"December 11, 2025","Winter Touch Aspect
Now has 21 ranks, up from 16. Unique Items
The Oculus
Inherent Affix
Previous: Attacks reduce Evade's Cooldown by 1 second. Gain 1 Evade Charge. Now: 55% Teleport Nova Size. Unique Power
Previous: Gain the effect of the Teleport Enchantment for free. When you Evade using Teleport Enchantment you are taken to a random location. Now:
Each enemy hit by Teleport increases the damage by 5-15%|x| and reduces the Cooldown by 0.5 seconds of the next cast. Casting Teleport grants a stack of Galvanization, increasing its damage by 30-50% for 8 seconds. Becoming Injured Teleports you to a random location. Developer’s Note:
This option has been treated as mandatory for too long. We're reducing the frequency of its procs and cutting away some of its synergies to allow the Teleport Skill to be your premiere source of mobility and utility. Fractured Winterglass
Ranks of Primordial Binding changed to 2-4 Skill Ranks of Frozen Orb. Previous: Casting Frozen Orb has a 35-65% chance to spawn a random Conjuration on your Action Bar when it explodes. Lucky Hit: Your Conjurations have up to a 50-90% chance to launch a Frozen Orb at Nearby enemies. Now: Frozen Orbs deal 4-8% more damage per active Summon and have a 65% chance to create a random Conjuration when Cast. Lucky Hit: Your Summons have up to a 90% chance to launch a Frozen Orb at a Nearby enemy. Developer’s Note:
We are making changes that will allow this Unique Item to, first and foremost, serve as a Frozen Orb Item for scaling its damage. We've also updated it to function better with Summons as a whole. Raiment of the Infinite
Previous: After using Teleport, Close enemies are Pulled to you and Stunned for 2-3 seconds, but Teleport's Cooldown is increased by 20%. Now: After Casting Teleport, Close enemies are Pulled Inwards and it has a 10-30% chance to reset from each enemy it kills. Axial Conduit
Resource Generation and Maximum affix replaced with Resource Generation. Damage Reduction affix replaced with Intelligence affix. Okun's Catalyst
Damage Reduction for each Active Ball Lightning affix replaced with Intelligence. Esadora's Overflowing Cameo
Damage Reduction per Crackling Energy charge affix replaced with Cooldown Reduction affix. Helm of Verglas
Inherent Maximum Cold Resistance affix removed. Inherent Cold Resistance affix increased to 300.",384
27,2.5.0,69713,"December 11, 2025","Enchantments
Ice Armor Enchantment
Previous: Upon getting hit, you have a 5% chance to apply Ice Armor. Now: Healing Potions apply Ice Armor and have a 25% chance to refund themselves. Frost Nova Enchantment
Previous: Lucky Hit: Your Conjuration Skills have up to a 35% chance to unleash a Frost Nova when hitting enemies. Now: Lucky Hit: Up to a 10% chance to unleash a Frost Nova after hitting an enemy. Teleport Enchantment
Previous: Evade is replaced with a short range Teleport on a 17 second Cooldown. This version does not make you Unstoppable. Now: Evade becomes a Teleport with a 5 second Cooldown that cannot be reduced. Developer’s Note:
This option has been treated as mandatory for too long. We're reducing the frequency of its procs and cutting away some of its synergies to allow the Teleport Skill to be your premiere source of mobility and utility. Frozen Orb Enchantment
Previous: Whenever you Cast a non-Basic Skill, you have a 30% chance to launch a Frozen Orb at a Nearby enemy. Now: Casting a Skill has a 30% chance to launch a Frozen Orb at a Nearby enemy. Enemy Updates
Elites
Dungeon and Overworld content have had their Elite densities adjusted to compensate for the new rarities of Champion and Rare. The Undercity Afflicted Monsters now use the new rarity system, resulting in fewer places to get additional time, presenting more of a challenge. For more details on Monster changes, please see the section above. Economy Updates
Developer’s Note:
With the changes to Renown, the pace of the early leveling journey is a fair bit slower. With the longer time to level, players were spending long periods of time where only one rarity of item was dropping. To combat this, we adjusted the level-over-level shift in item frequency to be more gradual for Normal, Legendary, and Rare Items. Item Rarity
Normal Items will continue dropping for longer while leveling. Magic Items will more frequently have a bonus affix. Rare Items will be rarer before Level 30. Legendary Items will be rarer before Level 40, and rapidly increase in frequency after. The legendary rate for a Level 40 character in season 11 will be equivalent to the legendary rate for a level 25 character in season 10. The legendary rate is unchanged for a Level 60 character. Legendary Items have an additional Affix for a total of 4.",398
28,2.5.0,69713,"December 11, 2025","Monster Loot
Killing the last Champion in a pack, or any Elite, will always drop equipment and gold, in addition to their standard reward chances. In addition to dropping Gem Fragments, Monsters have a chance of dropping a level-appropriate Gem. Altars of Lilith
Altars of Lilith no longer grant permanent character rewards, such as stat increases or Paragon points. Instead, discovering a statue for the first time will award a small amount of gem fragments, obols, and gold. Crafters
General
Material costs no longer scale with Item Power. Gold cost has remained unchanged. Developer’s Note:
Crafting Costs will generally never cost more than two types of crafting materials. Alchemist
Eternal-only conversion recipes for legacy materials will no longer appear for seasonal character. Added new recipes for converting Salvage Materials. Enrich Scrap: Convert Rawhide and Iron Chunks into Veiled Crystals. Refine Materials: Convert Veiled Crystals into Forgotten Souls or Legendary Salvage. Occultist
Imprinting
Material cost for Imprinting has been adjusted. Examples:
Previous:
Rare: 5-10 Common Salvage (Iron Chunk, Silver Ore/Superior Leather, Rawhide), 3-7 Veiled Crystals, 0-3 Legendary Salvage (Abstruse Sigil/Baleful Fragment/Coiling Ward), and 5,000-200,000 gold. Ancestral Legendary: 25 Common Salvage, 15 Veiled Crystals, 8 Legendary Salvage, 5 Forgotten Souls, and 325,000 gold. Now:
Rare: 5 Veiled Crystals and 5,000-200,000 gold. Ancestral Legendary: 5 Forgotten Souls and 1,000,000 gold. Enchanting
Material cost for Enchanting has been adjusted. Examples:
Previous:
Rare: 5-10 Common Salvage, 2-5 Veiled Crystals, and scaling (with re-rolls) gold. Ancestral Legendary: 30 Common Salvage, 20 Veiled Crystals, 2 Legendary Salvage, 5 Forgotten Souls, and scaling(with re-rolls) gold. Now:
Rare: 10 Veiled Crystals and scaling (with re-rolls) gold. Ancestral Legendary: 10 Forgotten Souls and scaling (with re-rolls) gold. Blacksmith
Yields for Item Salvage have been adjusted. Examples:
Previous:
Salvaging a Rare item provides 1 Common Salvage (Iron Chunk, Silver Ore/Superior Leather, Rawhide) and 2 Veiled Crystals. Salvaging an Ancestral Legendary Item provides 10 Common Salvage, 10 Veiled Crystals, and 10 Legendary Salvage (Abstruse Sigil/Baleful Fragment/Coiling Ward). Salvaging a Mythic Unique provides 100 Common Salvage, 100 Veiled Crystals, 100 Legendary Salvage, and a Resplendent Spark. Now:
Salvaging a Rare item provides 5 Common Salvage and 2 Veiled Crystals. Salvaging an Ancestral Legendary Item provides 5 Legendary Salvage and 1 Forgotten Soul. Salvaging a Mythic Unique provides 1,000 legendary Salvage, 100 Forgotten Souls, and a Resplendent Spark. Tempering
Tempering has been redesigned.",389
29,2.5.0,69713,"December 11, 2025","Instead of randomly gaining an affix from the desired Temper Manual, any learned temper affix can be selected specifically and rolled onto the item. The number of Temper rolls available on an item has changed. Rare
Previous: 5 Tempers
Now: 1 Temper
Legendary and beyond
Previous: 5 Tempers, plus one per Greater Affix. Now: 3 Tempers, plus one per Greater Affix. Scrolls of Restoration have been redesigned. Scrolls of Restoration no longer restore all temper charges to an item. Instead, they restore 1 temper charge. There is no limit to the number of times a Scroll of Restoration can be used on an item. Material cost for Tempering has been adjusted. Previous:
Rare: 10-25 Common Salvage and 2-5 Veiled Crystals. Legendary: 10-25 Common Salvage, 2-10 Veiled Crystals, and 0-1 Legendary Salvage. Ancestral Legendary: 40 Common Salvage, 15 Veiled Crystals, 2 Legendary Salvage, and 1 Forgotten Soul. Now:
Rare: 25 Common Salvage and 5 Veiled Crystals. Legendary: 15 Veiled Crystals and 5 Legendary Salvage. Ancestral Legendary: 25 Legendary Salvage and 25 Forgotten Souls. Masterworking
Masterworking has been redesigned. Items have a new stat, Refinement, which is displayed on the item tooltip. Each time the player Masterworks an item, the refinement value of the item is increased by a random tunable amount (1-3%), up to a Max Refinement Threshold (20%). Once at the cap, the item is considered Masterworked. The base properties of an item are scaled by Refinement at a 1:1 bonus. Example:
A Chest item with 100 armor
Refinement 0% = 100 Armor
Refinement 5% = 105 Armor
Refinement 20% = 120 Armor
A Masterworked item can be refined one more time to upgrade an affix to a Greater Affix. Players may re-roll the Masterworked Greater Affix by spending Neathiron, a returning resource to once again discover in Sanctuary. The quantity of Obducite you earn has been adjusted. Players will earn 85% less Obducite, and recipes requiring Obducite have been similarly reduced. Items no longer need to have been tempered to be Masterworked. Vendors
The sell value of items has been reduced by 60%. The gold cost of items has been reduced by 90%. Healing Updates
Healing Potion Changes
Healing potions now heal 35% max Life instantly, and no longer grant Healing over Time. Potions no longer need to be upgraded. Potion charges will refill once every 30
12
seconds.",390
30,2.5.0,69713,"December 11, 2025","Healing Affix Changes
Potion Count affix can now be found on leg armor. Life Regen
""Lesser"" Life Regen available on Chest, Helm, Legs, Boots, and Shield. ""Greater"" Life Regen available on Amulet, Rings, and Gloves. Increased healing effectiveness of both. Life on Kill
""Lesser"" available on Chest, Helm, Legs, Boots, and Shields. ""Greater"" available on Amulet, Rings, Gloves, and Weapons. Increased healing effectiveness of both. Life Per Hit
Re-added to the base affix pool, available on Glove, Weapons, Shields, Amulets, and Rings. Healing %
Available on Chest, Helm, Legs, Boots, Amulet, Rings, and Shields. Increased healing % amount. Nightmare Dungeons
The chance to get another Nightmare Dungeon Sigil when completing a Nightmare Dungeon has been reduced. When a Sigil does not drop, Sigil Powder will drop. Horadric Strongrooms
Improved loot quality and loot quality scaling as the player climbs Torments and reaches higher tiers within Horadric Strongrooms. Added a moderate amount of gold, scaling with higher tiers within the Strongroom. Increased the chance for a Nightmare Escalation Sigil to drop from a Horadric Strongroom. Reduced the base likelihood of a Strongroom appearing within a Nightmare Dungeon. The likelihood of the Horadric Strongroom affix appearing on a Nightmare Sigil is unchanged. Monster Updates
Elite Affixes
Shock lance
Duration has been doubled. Damage has been doubled. Waller
Walls now block player projectiles. Walls no longer disappear when the associated elite dies. Poison Enchanted
Radius Increased. Poison duration significantly increased. Damage now ramps up the longer you stand in the puddle. Electrified Obelisk
Amount of Totems spawned has been doubled. Explosive
Damage significantly increased. Fire enchanted
Damage Increased. Suppressor
Suppressor field is now immediately active when the monster spawns. The suppressor field now lasts until the monster is killed. Plaguebearer
Damage Increased. Miscellaneous
Instances of single element resistance affixes can now roll higher values than instances of All Resistance affixes. A Jeweler and an Occultist have been added to the training grounds. There is no longer a cost to enter The Pit. The Pit can now be entered before Level 60. The base pit tier unlocked is now Tier 10. Maximum Capacity of Murmuring Obols has been increased by 500. The following elixirs and incenses have been updated:
Elixir of Iron Barbs I
Increased from 30 armor to 250 armor. Elixir of Iron Barbs II
Increased from 50 armor to 500 armor.",389
31,2.5.0,69713,"December 11, 2025","Elixir of Fortitude I
Decreased from +10% max life to +5% max life. Elixir of Fortitude II
Decreased from +20% max life to +10% max life. Song of the Mountain Incense
Updated from 300 flat armor to +10% armor. Rare tempering manuals now start dropping at level 30 instead of at level 45. Characters that skip either campaign now unlock all non-stronghold waypoints for their respective region. All skill slots are now unlocked from level 1. Progression down the Skill tree is now faster, Core Skills get unlocked after spending one skill point and then the next skill group is unlocked after spending two skill points. Aether rewards for Chaos Rifts and Chaos Waves in Infernal Hordes have been increased. Monsters now scale attack speed as difficulty goes up in addition to movement speed. Tempering affixes now have greater variance now that you aren't limited to how many times you can re-temper. Resistance and Armor values from affixes have been broadly adjusted to account for the introduction of Toughness. Renown has been removed on the Seasonal Realm. All previous rewards related to Renown have either been made obsolete or have shifted into the Season Journey. For more details on Season Rank, please read the section detailing it in the Season of Divine Intervention overview blog
here
. Season Rank
The Season Journey is now shifting into a more challenging version stocked with even greater rewards, Season Rank. Each Rank now requires you to complete a Capstone Dungeon before progressing to the next Rank. Similar to Capstone Dungeons, these can be attempted before the recommended level and difficulty. For more details, you can read more in the Season of Divine Intervention overview blog
here
. Bug Fixes
Accessibility
Fixed an issue where the Screen Reader did not read the interact buttons during conversations with NPCs when playing on controller. Fixed an issue where the Screen Reader did not read controller buttons for Upgrading and Reallocating Blessings. Gameplay
Fixed an issue where Barbarian's Rumble Glyph did not accurately track the number of active Earthquakes. Fixed an issue where there was no UI indicator for the buff duration for Wrath of the Berserker. Fixed an issue where the third attack for Iron Maelstrom could occur twice. Fixed an issue where Ring of Red Furor would occasionally track resources spent inconsistently.",387
32,2.5.0,69713,"December 11, 2025","Fixed an issue where the Damage Bonus from Supernatural Blood Surge applied twice to the explosion from Blood-Bathed Aspect. Fixed an issue where Essence Per Enemy Drained by Blood Surge affix was not properly granting Essence. Fixed an issue where Rogue's Cunning Stratagem Paragon Node would not increase the damage of non-Core Skills that used Combo Points. Fixed an issue where Aspect of Quickening Fog did not properly grant both bonuses from Aspect of Synergy. Fixed an issue with Infiltrator's Aspect where Poison Traps placed before entering Stealth would not properly detonate when exiting Stealth. Fixed an issue where Ambush did not increase damage when Stun Grenades deal damage with Explosive Verve Aspect equipped. Fixed an issue where Shadow Clone was not properly benefiting from the increased Penetrating Shot damage from Eaglehorn. Fixed an issue where Lightning Familiar would not properly trigger the Charged effect from Vyr's Mastery. Fixed an issue where Barbarian Earthquakes could spawn Chaos Portals in Infernal Hordes. Fixed an issue where Belial's transition between phases could be delayed if recovering from Stagger during transition. Fixed an issue where Skeletal Mages could fail to upgrade to Arch-Mages when using the Hand of Naz. Fixed an issue where hostages during a Hostage event started at half health. Fixed an issue where activating a Nightmare Dungeon sigil with the Horadric Strongroom affix would also apply that affix to other dungeons. Fixed an issue where killing the Cannibal Champion too quickly in the Temple of Rot could block Stronghold progression. Fixed an issue where the fire in the Chapel in Nostrava could cause the player to deal on-hit damage to themselves. Fixed an issue where some Execute effects could occasionally affect Immune enemies. Fixed an issue where Ravenous Soulspires and Hellspires could sometimes last indefinitely. Fixed an issue where Barrier granted by Temerity could be drained by health regeneration from a life per second affix. Miscellaneous
Fixed an issue where quest progression could be blocked for Inside the Black Tomb if the player's character was killed by Locran's Fire. Fixed an issue where the associated item for the Raising Spears quest didn't spawn, which would block quest progression. Fixed an issue where the Portal when using Leave Dungeon sometimes didn't properly appear. Fixed an issue where the Stockades Dungeon's gate was inoperable in the Eternal Realm.",386
33,2.5.0,69713,"December 11, 2025","Fixed an issue where newly dropped items could despawn when there was a lot of loot on the ground. Fixed an issue where players on PlayStation™ could not use Trade Chat. Fixed an issue where some console and Steam achievements for Vessel of Hatred wouldn't unlock properly if the requirements were met before buying the Expansion on console. Fixed an issue where the Devoted Protector Steam Achievement wouldn't be unlocked when reaching Paragon 300. Fixed an issue where some previously unlocked titles became unavailable. Various performance, stability, UI, visual, and audio improvements.",92
